id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
5168	sprawl	-0.4782	-0.5564	3	36	46	7	2020.1429	42.7143	2.8891
5227	street network	-0.877	-0.4406	3	37	40	5	2019.4	175.6	7.6854
5230	street networks	-0.7715	-0.3595	3	40	55	13	2019.1538	18.6154	1.2037
5233	street view	-0.5029	-0.7226	2	38	42	6	2021.3333	21.8333	1.774
5261	sub-saharan africa	-0.3152	-0.6147	2	31	35	8	2020.625	11	0.8173
5272	sumo	1.4645	0.1961	4	29	40	13	2018.7692	6.3846	0.5583
5276	superpixel	0.8313	-0.5884	2	24	30	5	2019.4	4.6	0.3222
5283	support	-0.3208	0.827	1	15	16	5	2019	16.2	1.3807
5297	sustainability	-0.8294	-0.0291	3	28	29	7	2021.2857	7.5714	0.9768
5302	sustainable development	-0.4779	-0.3342	5	26	26	7	2021.5714	9.7143	0.9486
5327	system	0.1817	0.3603	1	103	151	42	2018.9524	27.3571	1.4707
5330	systems	-0.1802	0.2833	1	94	136	23	2019.6522	13.3043	1.3544
5334	tactile maps	0.4127	0.7679	4	6	6	5	2019	9.8	0.4602
5340	tagging	0.1462	1.2947	1	11	13	5	2019.2	9.2	0.5351
5350	task analysis	0.7301	-0.6958	2	36	57	8	2021	19.625	2.0569
5364	technologies	-0.3696	0.255	1	37	40	7	2019.4286	22.7143	1.5079
5365	technology	-0.2248	0.2843	1	14	15	6	2020	5.8333	0.3572
5431	time	0.1997	0.4319	3	45	55	16	2019.3125	12	0.7827
5437	time-series	0.183	-0.4817	2	56	79	12	2019.0833	23.8333	1.3397
5446	tool	-0.4009	0.2808	1	36	40	8	2019.375	42.125	2.1579
5467	tourism	0.5317	0.5283	4	10	10	5	2018.8	7.4	0.4373
5480	tracking	0.9195	-0.1253	4	32	34	9	2019.3333	8.5556	0.537
5484	traffic	-0.6476	-0.2505	3	25	27	8	2018.625	3.25	0.4139
5491	traffic congestion	-0.4542	0.0809	3	23	26	6	2019.1667	6	0.3183
5521	traffic simulation	1.6033	0.181	4	18	21	6	2017.1667	13.8333	0.6526
5534	training	0.749	-0.6535	2	34	60	10	2021.3	5.3	0.6291
5538	trajectory	1.3386	0.1036	4	17	20	5	2021.2	16.8	2.4761
5556	transit	-0.9354	-0.3221	3	23	27	5	2021.4	19.2	2.4355
5568	transport	-0.6323	-0.1883	3	43	51	13	2019.3077	13.7692	0.8413
5583	transportation	-0.7495	-0.4469	3	38	44	10	2020	84.7	3.6279
5597	travel	-0.834	-0.3392	3	63	94	14	2021.5714	60.1429	3.0335
5624	trends	-0.2682	-0.5171	2	56	76	11	2021.8182	13.1818	1.7444
5634	trust	-0.1376	0.4669	1	40	73	15	2018.9333	13.8	0.743
5655	twitter	0.0194	0.4626	1	63	85	19	2018.0526	26.6316	1.5021
5659	uav	1.1723	0.4598	4	17	19	6	2019.8333	6.8333	0.4267
5676	uncertainty	0.222	0.0976	5	58	70	15	2018.8667	11.9333	0.6954
5687	united-states	0.0249	-0.1279	2	26	27	5	2019.4	13	0.7453
5708	urban	-0.3051	-0.1825	3	108	143	30	2020.4	42.6	2.6475
5712	urban analytics	-0.9888	-0.4047	3	32	37	6	2021.8333	21.5	2.5962
5716	urban areas	0.2847	-0.3845	2	110	177	35	2020.6	21.0286	1.3485
5740	urban design	-0.8008	-0.4652	3	36	45	6	2018.6667	170.6667	7.8269
5755	urban expansion	-0.2652	-0.7679	2	19	20	5	2020.6	16	1.4095
5764	urban form	-0.8049	-0.4143	3	62	95	14	2020.8571	82	4.6126
5806	urban land use	-0.0334	-0.6999	2	23	32	8	2021.25	13.75	1.4105
5825	urban morphology	-0.698	-0.3694	3	53	69	12	2019.5833	44.0833	2.7638
5835	urban planning	-0.6021	-0.3184	3	75	99	14	2021.3571	32.2143	2.9151
5858	urban streets	-0.7796	-0.2729	3	22	31	5	2017.4	18.6	0.9428
5864	urban sustainability	-0.4369	-0.1552	3	31	32	5	2021	6.8	0.4735
5885	urbanization	-0.192	-0.647	2	68	104	17	2019.5882	29.2353	2.355
5891	usability	-0.2858	0.3579	1	20	23	7	2018.7143	14.4286	0.7981
5893	use classification	0.0286	-0.6264	2	25	33	5	2019.8	27.2	1.341
5919	user-generated content	-0.0504	0.5369	1	35	46	8	2016.875	26.375	2.262
5933	validation	0.1055	-0.0406	1	72	103	21	2019.8571	13.0952	1.0106
5938	values	-0.8877	0.3698	1	15	15	6	2017.6667	57.6667	2.9324
5939	vandalism	-0.4563	0.7522	1	20	23	7	2019.4286	20.1429	0.9715
5941	vanet	1.4784	0.1994	4	8	15	11	2018.6364	5.0909	0.3075
5960	vegetation	0.0973	-0.6097	2	39	49	9	2020	18.1111	1.1606
5980	vehicles	-0.5581	0.5081	3	14	18	5	2018.8	24.8	1.3365
6005	vgi	-0.1229	0.3756	1	136	358	85	2018.2471	18.1412	1.1046
6010	vgi quality	-0.1026	0.3747	1	23	30	5	2017.8	14.6	0.8162
6036	virtual reality	1.0952	0.4827	4	12	15	8	2018.625	5.375	0.3827
6067	visualization	-0.2844	0.2648	1	58	75	13	2018.3846	82.1538	3.8218
6075	volunteer geographic information	0.148	0.1492	1	17	17	5	2019.8	3.8	0.2997
6081	volunteered geographic information (vgi)	-0.1371	0.4287	1	119	240	53	2018.2264	21.5849	1.2158
6083	volunteered geographical information	0.0609	-0.0178	1	46	57	12	2019.75	34	1.0264
6096	vulnerability	0.0507	-0.7991	5	44	62	13	2020.3846	20.4615	1.6417
6104	walkability	-1.102	-0.135	3	26	29	7	2021.4286	17.1429	1.3875
6105	walking	-0.8934	-0.2773	3	56	87	14	2021.1429	22.6429	2.0592
6141	web	0.0521	1.0951	1	53	73	29	2018.4138	12.3103	0.685
6188	wikidata	0.0795	1.3222	1	11	22	8	2019	2.75	0.1952
6191	wikipedia	-0.7482	0.7034	1	24	30	12	2018.8333	18	0.9651
6223	world	-0.17	0.3722	1	142	359	81	2017.7654	37.5802	1.2909
6262	zipfs law	-0.3116	-0.7513	2	20	27	6	2021.8333	12.6667	1.2457
